Incident No.,drone-incident-id,Description,drone-type,cfs-date,drone-date,Block Location,drone-address,Full FIPS (block),drone-FIPS,drone-id,FIPS_MATCH
220415L00030450,,[Protected Call Type],,2022-04-15 12:19:02.910,2022-04-15 12:18:00,30 BLOCK MURRAY ST,850 Paseo Ranchero,060730129003007,060730134202006,d0d0bcc53bdec43ca81dc19ee3a4ae6d,False
210706L00055906,2108436,Petty Theft <=$950,Serious Injury Traffic Collision,2021-07-06 11:57:15.970,2021-07-06 12:17:00,800 BLOCK H ST,,060730126001006,,aad6366daef9acc7f18fa76037287970,False
210706L00055916,2108436,Check The Area,Serious Injury Traffic Collision,2021-07-06 12:31:54.707,2021-07-06 12:17:00,400 BLOCK H ST,,060730127001002,,aad6366daef9acc7f18fa76037287970,False
210706L00055909,2108436,Assault,Serious Injury Traffic Collision,2021-07-06 12:07:49.867,2021-07-06 12:17:00,THIRD AV & ORANGE AV,,060730132041000,,aad6366daef9acc7f18fa76037287970,False
210706L00055910,2108436,Disturbance - General,Serious Injury Traffic Collision,2021-07-06 12:12:29.187,2021-07-06 12:17:00,500 BLOCK TELEGRAPH CANYON RD,,060730133091001,,aad6366daef9acc7f18fa76037287970,False
210706L00055911,2108436,Vehicle Burglary,Serious Injury Traffic Collision,2021-07-06 12:20:59.920,2021-07-06 12:17:00,200 BLOCK RANCHO CT,,060730133081002,,aad6366daef9acc7f18fa76037287970,False
210706L00055913,2108436,Traffic Hazard,Serious Injury Traffic Collision,2021-07-06 12:26:13.547,2021-07-06 12:17:00,OTAY LAKES RD & RUTGERS AV,,060730134162004,,aad6366daef9acc7f18fa76037287970,False
210706L00055915,2108436,Annoying/Harassing Phone Call,Serious Injury Traffic Collision,2021-07-06 12:33:25.993,2021-07-06 12:17:00,1 BLOCK FOURTH AV,,060730124011024,,aad6366daef9acc7f18fa76037287970,False
210706L00055908,2108436,Petty Theft <=$950,Serious Injury Traffic Collision,2021-07-06 12:00:57.317,2021-07-06 12:17:00,400 BLOCK C ST,,060730124011024,,aad6366daef9acc7f18fa76037287970,False
210706L00055914,2108436,Petty Theft <=$950,Serious Injury Traffic Collision,2021-07-06 12:27:11.980,2021-07-06 12:17:00,2600 BLOCK LIGHTNING TRAIL LN,,060730133191009,,aad6366daef9acc7f18fa76037287970,False
220204L00009799,  2201644 ,Disturbance - Noise,ASSAULT,2022-02-04 00:30:08.473,2022-02-04 00:26:00,1600 BLOCK MELROSE AV,900 CUYAMACA AVENUE ,060730133061000,060730133011010,b158c07e1326113e82c142d8a42f776a,False
230610L00049081,CVL49085,[Protected Call Type],Welfare Check,2023-06-10 12:16:31.237,2023-06-10 12:33:00,,200 Cypress St.,,060730123042014,47c1b87a63f21a1ba783646dd0edb6bc,False
230610L00049083,CVL49085,Traffic Collision,Welfare Check,2023-06-10 12:22:58.437,2023-06-10 12:33:00,,200 Cypress St.,,060730123042014,47c1b87a63f21a1ba783646dd0edb6bc,False
230610L00049086,CVL49085,Incident Follow Up,Welfare Check,2023-06-10 12:48:03.450,2023-06-10 12:33:00,,200 Cypress St.,,060730123042014,47c1b87a63f21a1ba783646dd0edb6bc,False
230718L00060737,L060738,Incident Follow Up,Fire,2023-07-18 14:19:09.630,2023-07-18 14:37:00,,H St/ Marina Pkwy,,060730108002029,93ac43c70738a4ca00f698f977fbe087,False
230718L00060739,L060738,Incident Follow Up,Fire,2023-07-18 14:21:05.410,2023-07-18 14:37:00,,H St/ Marina Pkwy,,060730108002029,93ac43c70738a4ca00f698f977fbe087,False
230718L00060742,L060738,PR Contact,Fire,2023-07-18 14:29:47.083,2023-07-18 14:37:00,,H St/ Marina Pkwy,,060730108002029,93ac43c70738a4ca00f698f977fbe087,False
230718L00060743,L060738,Assault,Fire,2023-07-18 14:42:45.013,2023-07-18 14:37:00,,H St/ Marina Pkwy,,060730108002029,93ac43c70738a4ca00f698f977fbe087,False
230718L00060745,L060738,Grand Theft > $950,Fire,2023-07-18 14:47:59.147,2023-07-18 14:37:00,,H St/ Marina Pkwy,,060730108002029,93ac43c70738a4ca00f698f977fbe087,False
230718L00060748,L060738,Resist/Delay/Obstruct Officer,Fire,2023-07-18 14:50:06.993,2023-07-18 14:37:00,,H St/ Marina Pkwy,,060730108002029,93ac43c70738a4ca00f698f977fbe087,False
230718L00060747,L060738,Incident Follow Up,Fire,2023-07-18 14:51:43.960,2023-07-18 14:37:00,,H St/ Marina Pkwy,,060730108002029,93ac43c70738a4ca00f698f977fbe087,False
230718L00060749,L060738,Incident Follow Up,Fire,2023-07-18 14:55:46.590,2023-07-18 14:37:00,,H St/ Marina Pkwy,,060730108002029,93ac43c70738a4ca00f698f977fbe087,False
230627L00054211,CV2308698,Assault,Assault with a deadly weapon ,2023-06-27 16:20:27.597,2023-06-27 16:40:00,,Industrial Blvd/ Belvia Ln,,060730132051004,86ad322efbbc990520e229d676a0392e,False
230627L00054212,CV2308698,Pedestrian Stop (Person in Parked Veh),Assault with a deadly weapon ,2023-06-27 16:21:43.060,2023-06-27 16:40:00,,Industrial Blvd/ Belvia Ln,,060730132051004,86ad322efbbc990520e229d676a0392e,False
230627L00054213,CV2308698,Lost Property,Assault with a deadly weapon ,2023-06-27 16:26:51.490,2023-06-27 16:40:00,,Industrial Blvd/ Belvia Ln,,060730132051004,86ad322efbbc990520e229d676a0392e,False
230627L00054214,CV2308698,Traffic Stop,Assault with a deadly weapon ,2023-06-27 16:29:12.110,2023-06-27 16:40:00,,Industrial Blvd/ Belvia Ln,,060730132051004,86ad322efbbc990520e229d676a0392e,False
230627L00054218,CV2308698,Extra Patrol,Assault with a deadly weapon ,2023-06-27 16:34:48.433,2023-06-27 16:40:00,,Industrial Blvd/ Belvia Ln,,060730132051004,86ad322efbbc990520e229d676a0392e,False
230627L00054220,CV2308698,Disturbance - General,Assault with a deadly weapon ,2023-06-27 16:56:47.323,2023-06-27 16:40:00,,Industrial Blvd/ Belvia Ln,,060730132051004,86ad322efbbc990520e229d676a0392e,False
220218L00014183,,Disturbance - General,,2022-02-18 10:40:14.550,2022-02-18 10:56:00,600 BLOCK F ST,315 4th Ave,060730124023011,060730123021013,93b4f22cd7b81ed3c22ab767af2f053f,False
220218L00014188,,Lost Property,,2022-02-18 10:45:46.193,2022-02-18 10:56:00,1 BLOCK FLOWER ST,315 4th Ave,060730123031007,060730123021013,93b4f22cd7b81ed3c22ab767af2f053f,False
220218L00014197,,PR Contact,,2022-02-18 11:12:34.220,2022-02-18 10:56:00,600 BLOCK PALOMAR ST,315 4th Ave,060730132051000,060730123021013,93b4f22cd7b81ed3c22ab767af2f053f,False
220218L00014185,,Missing Person,,2022-02-18 10:40:20.653,2022-02-18 10:56:00,700 BLOCK MEDICAL CENTER CT,315 4th Ave,060730133272001,060730123021013,93b4f22cd7b81ed3c22ab767af2f053f,False
220218L00014191,,Check a Person's Well Being,,2022-02-18 10:45:43.690,2022-02-18 10:56:00,200 BLOCK KENNEDY ST,315 4th Ave,060730132032001,060730123021013,93b4f22cd7b81ed3c22ab767af2f053f,False
220218L00014196,,Incident Follow Up,,2022-02-18 11:14:03.793,2022-02-18 10:56:00,200 BLOCK PALOMAR ST,315 4th Ave,060730132034000,060730123021013,93b4f22cd7b81ed3c22ab767af2f053f,False
220218L00014192,,Check The Area,,2022-02-18 10:49:23.330,2022-02-18 10:56:00,200 BLOCK FOURTH AV,315 4th Ave,060730124022007,060730123021013,93b4f22cd7b81ed3c22ab767af2f053f,False
220218L00014193,,Throw Object at Vehicle,,2022-02-18 10:51:56.853,2022-02-18 10:56:00,L ST & I5,315 4th Ave,060730130003010,060730123021013,93b4f22cd7b81ed3c22ab767af2f053f,False
220218L00014194,,PR Contact,,2022-02-18 10:54:19.647,2022-02-18 10:56:00,100 BLOCK DEL MONTE AV,315 4th Ave,060730133082003,060730123021013,93b4f22cd7b81ed3c22ab767af2f053f,False
210713L00058215,,Traffic Collision,,2021-07-13 15:37:10.283,2021-07-13 15:37:00,1300 BLOCK THIRD AV,1800 Maxwell Rd,060730132031002,060730133173046,281e49b6f1d692c095a5ccde46af43d6,False
210713L00058214,,Fraud/Forgery,,2021-07-13 15:38:17.813,2021-07-13 15:37:00,200 BLOCK PALOMAR ST,1800 Maxwell Rd,060730132034000,060730133173046,281e49b6f1d692c095a5ccde46af43d6,False
210713L00058213,,Disturbance - General,,2021-07-13 15:35:12.850,2021-07-13 15:37:00,500 BLOCK NAPLES ST,1800 Maxwell Rd,060730131043001,060730133173046,281e49b6f1d692c095a5ccde46af43d6,False
210713L00058216,,Traffic Stop,,2021-07-13 15:45:02.847,2021-07-13 15:37:00,HERITAGE RD & TELEGRAPH CANYON RD,1800 Maxwell Rd,060730134092001,060730133173046,281e49b6f1d692c095a5ccde46af43d6,False
210713L00058217,,Traffic Collision,,2021-07-13 15:44:50.410,2021-07-13 15:37:00,BAY BL & LAGOON DR,1800 Maxwell Rd,060730125021006,060730133173046,281e49b6f1d692c095a5ccde46af43d6,False
210713L00058218,,Illegally Parked Vehicle,,2021-07-13 15:55:23.793,2021-07-13 15:37:00,300 BLOCK TURQUOISE CT,1800 Maxwell Rd,060730133061000,060730133173046,281e49b6f1d692c095a5ccde46af43d6,False
220527L00043331,L043338,Assault,Pedestrian on Freeway,2022-05-27 12:27:42.637,2022-05-27 12:40:00,800 BLOCK H ST,I5/54,060730126001006,060730134092001,02655cb6f9f882e4c531a015cf2cd0ed,False
220527L00043337,L043338,,Pedestrian on Freeway,2022-05-27 12:56:00.107,2022-05-27 12:40:00,1100 BLOCK THIRD AV,I5/54,060730131023003,060730134092001,02655cb6f9f882e4c531a015cf2cd0ed,False
220527L00043332,L043338,Traffic Stop,Pedestrian on Freeway,2022-05-27 12:33:45.020,2022-05-27 12:40:00,500 BLOCK H ST,I5/54,060730127001001,060730134092001,02655cb6f9f882e4c531a015cf2cd0ed,False
220527L00043336,L043338,[Protected Call Type],Pedestrian on Freeway,2022-05-27 12:53:06.000,2022-05-27 12:40:00,1200 BLOCK NACION AV,I5/54,060730133021012,060730134092001,02655cb6f9f882e4c531a015cf2cd0ed,False
220527L00043334,L043338,Preserve The Peace,Pedestrian on Freeway,2022-05-27 12:44:14.530,2022-05-27 12:40:00,1100 BLOCK VIA TRIESTE,I5/54,060730133021001,060730134092001,02655cb6f9f882e4c531a015cf2cd0ed,False
230127L00007638,,[Protected Call Type],,2023-01-27 10:42:32.230,2023-01-27 10:53:00,200 BLOCK BROADWAY,1652 Paseo Carina,060730125022000,060730133201016,09e5f2e4b6c078a1f4a30eb8710b0a56,False
230127L00007645,,Disturbance - General,,2023-01-27 11:02:46.730,2023-01-27 10:53:00,200 BLOCK THIRD AV,1652 Paseo Carina,060730123021002,060730133201016,09e5f2e4b6c078a1f4a30eb8710b0a56,False
230127L00007642,,Incident Follow Up,,2023-01-27 10:59:25.490,2023-01-27 10:53:00,400 BLOCK OAKLAWN AV,1652 Paseo Carina,060730125012001,060730133201016,09e5f2e4b6c078a1f4a30eb8710b0a56,False
230127L00007648,,SRO Campus Visit Greet,,2023-01-27 11:08:18.387,2023-01-27 10:53:00,1200 BLOCK OLYMPIC PW,1652 Paseo Carina,060730133232000,060730133201016,09e5f2e4b6c078a1f4a30eb8710b0a56,False
230127L00007644,,Incident Evaluation,,2023-01-27 10:48:46.157,2023-01-27 10:53:00,800 BLOCK TAMAYO DR,1652 Paseo Carina,060730134012002,060730133201016,09e5f2e4b6c078a1f4a30eb8710b0a56,False
230127L00007639,,SRO Meet with Admin,,2023-01-27 10:53:00.777,2023-01-27 10:53:00,1300 BLOCK HILLTOP DR,1652 Paseo Carina,060730133031000,060730133201016,09e5f2e4b6c078a1f4a30eb8710b0a56,False
230127L00007643,,Police Impound,,2023-01-27 11:01:09.283,2023-01-27 10:53:00,1500 BLOCK SONORA DR,1652 Paseo Carina,060730133122000,060730133201016,09e5f2e4b6c078a1f4a30eb8710b0a56,False
230127L00007641,,Disturbance - General,,2023-01-27 10:57:25.560,2023-01-27 10:53:00,600 BLOCK NAPLES ST,1652 Paseo Carina,060730131032011,060730133201016,09e5f2e4b6c078a1f4a30eb8710b0a56,False
230127L00007649,,Petty Theft <=$950,,2023-01-27 11:11:28.673,2023-01-27 10:53:00,1300 BLOCK SANTA LIZA AV,1652 Paseo Carina,060730133173001,060730133201016,09e5f2e4b6c078a1f4a30eb8710b0a56,False
230127L00007640,,Death,,2023-01-27 10:54:34.510,2023-01-27 10:53:00,600 BLOCK MARIPOSA CI,1652 Paseo Carina,060730133091008,060730133201016,09e5f2e4b6c078a1f4a30eb8710b0a56,False
230127L00007651,,Attempt to Contact,,2023-01-27 11:11:38.747,2023-01-27 10:53:00,1900 BLOCK PASEO CULTURA,1652 Paseo Carina,060730133173057,060730133201016,09e5f2e4b6c078a1f4a30eb8710b0a56,False
230127L00007647,,Vehicle Burglary,,2023-01-27 11:04:23.860,2023-01-27 10:53:00,100 BLOCK E OLYMPIA ST,1652 Paseo Carina,060730133022012,060730133201016,09e5f2e4b6c078a1f4a30eb8710b0a56,False
230318L00023127,,Traffic Hazard,,2023-03-18 02:55:07.277,2023-03-18 02:59:00,,662 Prairie Dr,,060730134241001,c7ea1840aae576682aeb4b31e6fe5153,False
230318L00023128,,Disturbance - General,,2023-03-18 03:01:26.410,2023-03-18 02:59:00,400 BLOCK THIRD AV,662 Prairie Dr,060730127001000,060730134241001,c7ea1840aae576682aeb4b31e6fe5153,False
230318L00023126,,Drunk Driver,,2023-03-18 02:53:16.603,2023-03-18 02:59:00,900 BLOCK OTAY LAKES RD,662 Prairie Dr,060730134162004,060730134241001,c7ea1840aae576682aeb4b31e6fe5153,False
230529L00045230,CVL045232,Vandalism,Fire,2023-05-29 15:43:40.213,2023-05-29 15:52:00,,I-5 at Main st,,060730219002002,cd4cb6ffac5922e0c1d39f4c209712d2,False
230529L00045233,CVL045232,Robbery,Fire,2023-05-29 15:49:23.803,2023-05-29 15:52:00,,I-5 at Main st,,060730219002002,cd4cb6ffac5922e0c1d39f4c209712d2,False
230529L00045234,CVL045232,Civil Dispute,Fire,2023-05-29 15:59:03.733,2023-05-29 15:52:00,,I-5 at Main st,,060730219002002,cd4cb6ffac5922e0c1d39f4c209712d2,False
220711L00056293,,Missing Person,,2022-07-11 12:20:17.890,2022-07-11 12:25:00,300 BLOCK FOURTH AV,"3815 Bonita Rd, Bonita, CA 91902, USA",060730127003000,060730032041012,cb22694373304e31770933569f7ed7ba,False
220711L00056291,,Assault,,2022-07-11 12:14:25.407,2022-07-11 12:25:00,500 BLOCK BROADWAY,"3815 Bonita Rd, Bonita, CA 91902, USA",060730126001004,060730032041012,cb22694373304e31770933569f7ed7ba,False
220711L00056295,,Fraud/Forgery,,2022-07-11 12:25:53.900,2022-07-11 12:25:00,2200 BLOCK OTAY LAKES RD,"3815 Bonita Rd, Bonita, CA 91902, USA",060730134242005,060730032041012,cb22694373304e31770933569f7ed7ba,False
220711L00056298,,Unknown Problem,,2022-07-11 12:39:42.070,2022-07-11 12:25:00,500 BLOCK MOSS ST,"3815 Bonita Rd, Bonita, CA 91902, USA",060730131041000,060730032041012,cb22694373304e31770933569f7ed7ba,False
220711L00056292,,Person Down,,2022-07-11 12:14:24.547,2022-07-11 12:25:00,600 BLOCK TELEGRAPH CANYON RD,"3815 Bonita Rd, Bonita, CA 91902, USA",060730133091000,060730032041012,cb22694373304e31770933569f7ed7ba,False
220711L00056290,,Petty Theft <=$950,,2022-07-11 12:08:44.810,2022-07-11 12:25:00,600 BLOCK MOSS ST,"3815 Bonita Rd, Bonita, CA 91902, USA",060730131032002,060730032041012,cb22694373304e31770933569f7ed7ba,False
220711L00056294,,Security Check,,2022-07-11 12:21:56.980,2022-07-11 12:25:00,800 BLOCK CHESAPEAKE PL,"3815 Bonita Rd, Bonita, CA 91902, USA",060730134251008,060730032041012,cb22694373304e31770933569f7ed7ba,False
220711L00056296,,Lost Property,,2022-07-11 12:29:43.740,2022-07-11 12:25:00,1300 BLOCK SECOND AV,"3815 Bonita Rd, Bonita, CA 91902, USA",060730132034000,060730032041012,cb22694373304e31770933569f7ed7ba,False
230607L00048230,,Disturbance - General,,2023-06-07 19:05:29.980,2023-06-07 19:16:00,,330 Moss St,,060730131022000,6528174a44848006abdb7854c3f64474,False
230607L00048232,,Disturbance - General,,2023-06-07 19:10:27.280,2023-06-07 19:16:00,,330 Moss St,,060730131022000,6528174a44848006abdb7854c3f64474,False
230607L00048233,,Traffic Stop,,2023-06-07 19:13:05.280,2023-06-07 19:16:00,,330 Moss St,,060730131022000,6528174a44848006abdb7854c3f64474,False
230607L00048234,,Traffic Stop,,2023-06-07 19:25:19.360,2023-06-07 19:16:00,,330 Moss St,,060730131022000,6528174a44848006abdb7854c3f64474,False
230607L00048235,,Traffic Stop,,2023-06-07 19:28:28.890,2023-06-07 19:16:00,,330 Moss St,,060730131022000,6528174a44848006abdb7854c3f64474,False
230607L00048236,,Drunk in Public,,2023-06-07 19:34:40.123,2023-06-07 19:16:00,,330 Moss St,,060730131022000,6528174a44848006abdb7854c3f64474,False
210825L00071304,,Reckless Driver,,2021-08-25 17:57:09.663,2021-08-25 17:47:00,OLYMPIC PW & E PALOMAR ST,"Racquetball courts, 900 Otay Lakes Rd",060730133252000,060730134151000,e04b082ffcb696f1b19ef0f6f4d48d4f,False
210825L00071297,,Grand Theft > $950,,2021-08-25 17:33:33.563,2021-08-25 17:47:00,700 BLOCK MEDICAL CENTER CT,"Racquetball courts, 900 Otay Lakes Rd",060730133272001,060730134151000,e04b082ffcb696f1b19ef0f6f4d48d4f,False
210826L00071455,,Disturbance - General,,2021-08-25 17:39:45.773,2021-08-25 17:47:00,700 BLOCK BROOKSTONE RD,"Racquetball courts, 900 Otay Lakes Rd",060730134182005,060730134151000,e04b082ffcb696f1b19ef0f6f4d48d4f,False
210825L00071301,,[Protected Call Type],,2021-08-25 17:40:26.447,2021-08-25 17:47:00,1300 BLOCK PALOMAR ST,"Racquetball courts, 900 Otay Lakes Rd",060730133252001,060730134151000,e04b082ffcb696f1b19ef0f6f4d48d4f,False
210825L00071298,,[Protected Call Type],,2021-08-25 17:32:54.847,2021-08-25 17:47:00,300 BLOCK H ST,"Racquetball courts, 900 Otay Lakes Rd",060730128003001,060730134151000,e04b082ffcb696f1b19ef0f6f4d48d4f,False
210825L00071299,,Disabled Vehicle,,2021-08-25 17:42:34.533,2021-08-25 17:47:00,900 BLOCK MARINA WY,"Racquetball courts, 900 Otay Lakes Rd",060730126001009,060730134151000,e04b082ffcb696f1b19ef0f6f4d48d4f,False
210825L00071300,,Drunk Driver,,2021-08-25 17:43:23.123,2021-08-25 17:47:00,E ORANGE AV & MELROSE AV,"Racquetball courts, 900 Otay Lakes Rd",060730133061002,060730134151000,e04b082ffcb696f1b19ef0f6f4d48d4f,False
210825L00071306,,Check a Person's Well Being,,2021-08-25 18:00:03.150,2021-08-25 17:47:00,OTAY LAKES RD & LA MEDIA RD,"Racquetball courts, 900 Otay Lakes Rd",060730133191001,060730134151000,e04b082ffcb696f1b19ef0f6f4d48d4f,False
210825L00071307,,Disturbance - General,,2021-08-25 17:58:26.460,2021-08-25 17:47:00,1800 BLOCK OPALINE PL,"Racquetball courts, 900 Otay Lakes Rd",060730133183000,060730134151000,e04b082ffcb696f1b19ef0f6f4d48d4f,False
210825L00071296,,Traffic Stop,,2021-08-25 17:33:11.197,2021-08-25 17:47:00,1300 BLOCK MELROSE AV,"Racquetball courts, 900 Otay Lakes Rd",060730133033002,060730134151000,e04b082ffcb696f1b19ef0f6f4d48d4f,False
210825L00071302,,[Protected Call Type],,2021-08-25 17:48:54.700,2021-08-25 17:47:00,1500 BLOCK LA MONARCA LN,"Racquetball courts, 900 Otay Lakes Rd",060730133171030,060730134151000,e04b082ffcb696f1b19ef0f6f4d48d4f,False
210825L00071303,,[Protected Call Type],,2021-08-25 17:57:23.223,2021-08-25 17:47:00,J & I5,"Racquetball courts, 900 Otay Lakes Rd",060730130004004,060730134151000,e04b082ffcb696f1b19ef0f6f4d48d4f,False
210825L00071305,,Unknown Problem,,2021-08-25 17:58:44.413,2021-08-25 17:47:00,1300 BLOCK CREEKSIDE DR,"Racquetball courts, 900 Otay Lakes Rd",060730133191003,060730134151000,e04b082ffcb696f1b19ef0f6f4d48d4f,False
220510L00037955,CVL037940,Disturbance - General,Warrant,2022-05-10 06:34:03.563,2022-05-10 06:15:00,500 BLOCK H ST,1600 Paseo Indus,060730127001001,060730133201019,9e4a5ddde08c776a435de6add2d3273d,False
220510L00037953,CVL037940,Check a Person's Well Being,Warrant,2022-05-10 05:58:38.563,2022-05-10 06:15:00,MAIN ST & BROADWAY,1600 Paseo Indus,060730132051017,060730133201019,9e4a5ddde08c776a435de6add2d3273d,False
220510L00037954,CVL037940,Police Impound,Warrant,2022-05-10 06:32:37.930,2022-05-10 06:15:00,300 BLOCK ANITA ST,1600 Paseo Indus,060730132042000,060730133201019,9e4a5ddde08c776a435de6add2d3273d,False
210908L00075578,,Disturbance - General,,2021-09-08 15:24:16.447,2021-09-08 15:29:00,2400 BLOCK MAIN ST,330 Moss St,060730132051012,060730131022000,b118df7e09c480c3b548b1fb4a509656,False
210908L00075579,,Citizen Flagged Officer Down,,2021-09-08 15:30:59.170,2021-09-08 15:29:00,2000 BLOCK BIRCH RD,330 Moss St,060730133192026,060730131022000,b118df7e09c480c3b548b1fb4a509656,False
210908L00075582,,[Protected Call Type],,2021-09-08 15:45:11.860,2021-09-08 15:29:00,100 BLOCK ORANGE AV,330 Moss St,060730133031005,060730131022000,b118df7e09c480c3b548b1fb4a509656,False
210908L00075575,,Incident Follow Up,,2021-09-08 15:16:00.450,2021-09-08 15:29:00,500 BLOCK FLOWER ST,330 Moss St,060730124023002,060730131022000,b118df7e09c480c3b548b1fb4a509656,False
210908L00075580,,Vehicle Tampering,,2021-09-08 15:42:47.473,2021-09-08 15:29:00,1200 BLOCK PASEO MAGDA,330 Moss St,060730134201001,060730131022000,b118df7e09c480c3b548b1fb4a509656,False
210908L00075583,,Disturbance - General,,2021-09-08 15:46:36.230,2021-09-08 15:29:00,700 BLOCK BAY BL,330 Moss St,060730126004010,060730131022000,b118df7e09c480c3b548b1fb4a509656,False
210908L00075576,,Illegally Parked Vehicle,,2021-09-08 15:16:10.660,2021-09-08 15:29:00,900 BLOCK SURREY DR,330 Moss St,060730208132006,060730131022000,b118df7e09c480c3b548b1fb4a509656,False
230204L00010288,,Extra Patrol,,2023-02-04 12:44:51.940,2023-02-04 12:58:00,1300 BLOCK EASTLAKE PW,315 4th Ave,060730133214002,060730123021013,0863577665175a37c8c27f4545fb18f9,False
230204L00010291,,Disturbance - General,,2023-02-04 12:49:45.940,2023-02-04 12:58:00,400 BLOCK THIRD AV,315 4th Ave,060730127001000,060730123021013,0863577665175a37c8c27f4545fb18f9,False
230204L00010285,,Traffic Stop,,2023-02-04 12:39:03.647,2023-02-04 12:58:00,700 BLOCK J ST,315 4th Ave,060730126003003,060730123021013,0863577665175a37c8c27f4545fb18f9,False
230204L00010290,,Police Impound,,2023-02-04 12:46:03.780,2023-02-04 12:58:00,200 BLOCK ASH AV,315 4th Ave,060730124023009,060730123021013,0863577665175a37c8c27f4545fb18f9,False
230204L00010294,,False Alarm - Undefined,,2023-02-04 13:14:28.887,2023-02-04 12:58:00,600 BLOCK ARIZONA ST,315 4th Ave,060730131044000,060730123021013,0863577665175a37c8c27f4545fb18f9,False
230204L00010286,,False Alarm - Undefined,,2023-02-04 12:38:32.903,2023-02-04 12:58:00,700 BLOCK DESIGN CT,315 4th Ave,060730133173046,060730123021013,0863577665175a37c8c27f4545fb18f9,False
230204L00010292,,Reckless Driver,,2023-02-04 13:03:26.257,2023-02-04 12:58:00,700 BLOCK E H ST,315 4th Ave,060730134092000,060730123021013,0863577665175a37c8c27f4545fb18f9,False
230204L00010295,,False Alarm - Undefined,,2023-02-04 13:14:48.860,2023-02-04 12:58:00,70 BLOCK E J ST,315 4th Ave,060730129002000,060730123021013,0863577665175a37c8c27f4545fb18f9,False
210928L00081632,CVL81634,Petty Theft <=$950,Subject Causing Disturbance,2021-09-28 17:52:39.637,2021-09-28 17:39:00,1300 BLOCK EASTLAKE PW,1500 Max Ave.,060730133214002,060730133072000,c016158944c71d4de20a8d3b92dc390f,False
210928L00081628,CVL81634,Disturbance - General,Subject Causing Disturbance,2021-09-28 17:46:04.783,2021-09-28 17:39:00,1600 BLOCK PASEO CARINA,1500 Max Ave.,060730133201016,060730133072000,c016158944c71d4de20a8d3b92dc390f,False
210928L00081630,CVL81634,Other Incident,Subject Causing Disturbance,2021-09-28 17:46:48.913,2021-09-28 17:39:00,400 BLOCK BROADWAY,1500 Max Ave.,060730125012000,060730133072000,c016158944c71d4de20a8d3b92dc390f,False
210928L00081627,CVL81634,Grand Theft > $950,Subject Causing Disturbance,2021-09-28 17:43:21.973,2021-09-28 17:39:00,300 BLOCK H ST,1500 Max Ave.,060730128003001,060730133072000,c016158944c71d4de20a8d3b92dc390f,False
210928L00081631,CVL81634,[Protected Call Type],Subject Causing Disturbance,2021-09-28 17:51:46.593,2021-09-28 17:39:00,500 BLOCK FOURTH AV,1500 Max Ave.,060730127001004,060730133072000,c016158944c71d4de20a8d3b92dc390f,False
220408L00028426,,Citizen Flagged Officer Down,,2022-04-08 15:54:05.307,2022-04-08 16:07:00,500 BLOCK I ST,330 Moss St,060730127001003,060730131022000,2e77513161c8a903a1d76612fe9c6b8f,False
220408L00028431,,Disturbance - General,,2022-04-08 16:22:18.687,2022-04-08 16:07:00,1000 BLOCK THIRD AV,330 Moss St,060730131023003,060730131022000,2e77513161c8a903a1d76612fe9c6b8f,False
220408L00028425,,Disturbance - General,,2022-04-08 15:49:28.677,2022-04-08 16:07:00,1200 BLOCK INDUSTRIAL BL,330 Moss St,060730132051002,060730131022000,2e77513161c8a903a1d76612fe9c6b8f,False
220408L00028427,,Pedestrian Stop (Person in Parked Veh),,2022-04-08 16:04:05.777,2022-04-08 16:07:00,1800 BLOCK MAIN CT,330 Moss St,060730133173051,060730131022000,2e77513161c8a903a1d76612fe9c6b8f,False
220408L00028428,,Incident Evaluation,,2022-04-08 16:09:12.027,2022-04-08 16:07:00,1800 BLOCK FARGO LN,330 Moss St,060730133231009,060730131022000,2e77513161c8a903a1d76612fe9c6b8f,False
220408L00028432,,Animal Injured,,2022-04-08 16:26:08.047,2022-04-08 16:07:00,OTAY LAKES RD & WOODS DR,330 Moss St,060730170092000,060730131022000,2e77513161c8a903a1d76612fe9c6b8f,False
220501L00035402,,Disturbance - General,,2022-05-01 14:29:36.337,2022-05-01 14:14:00,600 BLOCK E ST,330 Moss St,060730125021000,060730131022000,df0bfc9955b25720720cdc8b8fc59026,False
220501L00035404,,Check a Person's Well Being,,2022-05-01 14:31:27.490,2022-05-01 14:14:00,100 BLOCK BEYER WY,330 Moss St,060730132061002,060730131022000,df0bfc9955b25720720cdc8b8fc59026,False
220501L00035400,,Traffic Collision,,2022-05-01 14:22:17.193,2022-05-01 14:14:00,J ST & MARINA PW,330 Moss St,060730126004010,060730131022000,df0bfc9955b25720720cdc8b8fc59026,False
220501L00035398,,Illegally Parked Vehicle,,2022-05-01 14:17:05.280,2022-05-01 14:14:00,500 BLOCK PALOMAR ST,330 Moss St,060730132063006,060730131022000,df0bfc9955b25720720cdc8b8fc59026,False
220501L00035397,,[Protected Call Type],,2022-05-01 14:12:37.400,2022-05-01 14:14:00,100 BLOCK K ST,330 Moss St,060730129001011,060730131022000,df0bfc9955b25720720cdc8b8fc59026,False
220501L00035401,,False Alarm - Undefined,,2022-05-01 14:26:54.313,2022-05-01 14:14:00,500 BLOCK PLAZA DEL CID,330 Moss St,060730134212008,060730131022000,df0bfc9955b25720720cdc8b8fc59026,False
