lat_map,lon_map,time,id,date,time_s,address_map,incident_id,type,department,clean-type,match,drone-date,Incident No.,Date,Description,Priority,Disposition,Call Source,Zip Code,Block Location,Case No,Address,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code,cfs-date
32.6220554,-117.0405308,10:43am,d307d793b82cda621f4d618a84687efb,2022-04-19,10:43am,I-805/ E. H St.,CVL31561,Welfare Check,cvpd,welfare check,31561,2022-04-19 10:43:00,220419L00031561,2022-04-19 10:51:58.593,Check a Person's Well Being,3,HANDLED NO REPORT,citizen,91910,200 BLOCK H ST,,"200 BLOCK H ST, Chula Vista, CA, 91910",32.635682,-117.073135,1,range_interpolation,200,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012800,1004,1,060730128001004,06073012800,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-19 10:51:58.593
32.6399919,-117.08271309,1:38pm,716c6779795b4c86dc0f72a97beca617,2022-04-23,1:38pm,Bay/H,L032893,Mental Evaluation,cvpd,mental evaluation,32893,2022-04-23 13:38:00,220423L00032893,2022-04-23 13:43:25.897,[Protected Call Type],3,ASSISTED,citizen,91910,H ST & BAY BL,2205401.0,"H ST & BAY BL, Chula Vista, CA, 91910",32.632472,-117.097633,0.82,intersection,,Bay Blvd,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1016,1,060730126001016,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-23 13:43:25.897
32.63998859,-117.08272203,2:16pm,62f3c7acde00d62402c0c4f4908078b2,2022-04-24,2:16pm,698 H,L033206,Indecent Exposure,cvpd,indecent exposure,33206,2022-04-24 14:16:00,220424L00033206,2022-04-24 14:30:57.687,Indecent Exposure,3,HANDLED NO REPORT,citizen,91910,600 BLOCK H ST,,"600 BLOCK H ST, Chula Vista, CA, 91910",32.631097,-117.089456,1,range_interpolation,600,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2008,2,060730127002008,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-24 14:30:57.687
32.630947,-117.089447,3:54pm,eb2f6acc340bd2cfb7d5152916b20b98,2022-04-25,3:54pm,600 H St.,CVL33575,Suspicious Person,cvpd,suspicious person,33575,2022-04-25 15:54:00,220425L00033575,2022-04-25 15:42:51.360,Disturbance - General,3,ASSISTED,citizen,91910,600 BLOCK H ST,,"600 BLOCK H ST, Chula Vista, CA, 91910",32.631097,-117.089456,1,range_interpolation,600,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2008,2,060730127002008,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-25 15:42:51.360
32.6296603,-117.0938534,12:30pm,cf87a8016b1d9f944eb1bd4dec5fe4bc,2022-04-26,12:30pm,Woodlawn Ave./ H St.,CVL33830,Welfare Check ,cvpd,welfare check,33830,2022-04-26 12:30:00,220426L00033830,2022-04-26 12:32:11.550,[Protected Call Type],2,HANDLED NO REPORT,citizen,91910,H ST & WOODLAWN AV,,"H ST & WOODLAWN AV, Chula Vista, CA, 91910",32.629719,-117.093913,1,intersection,,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-26 12:32:11.550
32.6413353,-117.0935216,3:02pm,db78a407ed0a4aa476fccf9d144ad48c,2022-04-26,3:02pm,600 E St.,CVL33880,Welfare Check,cvpd,welfare check,33880,2022-04-26 15:02:00,220426L00033880,2022-04-26 15:03:16.613,Person Down,2,ASSISTED,citizen,91910,600 BLOCK E ST,,"600 BLOCK E ST, Chula Vista, CA, 91910",32.640485,-117.096979,1,range_interpolation,600,E St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012502,1000,1,060730125021000,06073012502,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-26 15:03:16.613
32.630147,-117.094228,6:10pm,c29ea71576286d64b62189658950d1e6,2022-05-09,6:10pm,745 H St.,CVL37862,Subject Causing Disturbance,cvpd,subject causing disturbance,37862,2022-05-09 18:10:00,220509L00037862,2022-05-09 18:15:01.447,Indecent Exposure,3,HANDLED NO REPORT,citizen,91910,700 BLOCK H ST,,"700 BLOCK H ST, Chula Vista, CA, 91910",32.629658,-117.093538,1,range_interpolation,700,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-05-09 18:15:01.447
32.6222587,-117.1000662,4:49pm,1ac8154c6efa50133930bb8dae060731,2022-05-15,4:49pm,640 Marina Pkwy,L039711,Mental Evaluation,cvpd,mental evaluation,39711,2022-05-15 16:49:00,220515L00039711,2022-05-15 16:49:06.393,Disturbance - General,3,ASSISTED,citizen,91910,500 BLOCK MARINA PW,2206456.0,"500 BLOCK MARINA PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-05-15 16:49:06.393
32.6332605,-117.0939602,1:13pm,2f1b7d185e0e83c84191a29312c32c80,2022-05-17,1:13pm,400 Oaklawn Ave.,CVL40250,Unknown Problem,cvpd,unknown problem,40250,2022-05-17 13:13:00,220517L00040250,2022-05-17 12:51:22.613,Disturbance - General,2,ASSISTED,citizen,91910,400 BLOCK OAKLAWN AV,,"400 BLOCK OAKLAWN AV, Chula Vista, CA, 91910",32.633406,-117.093836,1,range_interpolation,400,Oaklawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,2001,2,060730125012001,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-05-17 12:51:22.613
32.630147,-117.094228,11:34am,894fc12f232aeb5c9d05a140d2a503e8,2022-05-24,11:34am,745 H St.,CVL42356,Welfare Check,cvpd,welfare check,42356,2022-05-24 11:34:00,220524L00042356,2022-05-24 11:18:03.740,Person Down,2,ASSISTED,citizen,91910,700 BLOCK H ST,,"700 BLOCK H ST, Chula Vista, CA, 91910",32.629658,-117.093538,1,range_interpolation,700,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-05-24 11:18:03.740
32.6296603,-117.0938534,3:55pm,a5eeea7bcf1a95f2561aefdd3dea0a68,2022-05-25,3:55pm,Woodlawn Ave./ H St.,CVL42747,Collision,cvpd,collision,42747,2022-05-25 15:55:00,220525L00042747,2022-05-25 16:01:04.910,Minor Injury Collision,2,ASSISTED,citizen,91910,WOODLAWN AV & H ST,2206898.0,"WOODLAWN AV & H ST, Chula Vista, CA, 91910",32.629719,-117.093913,1,intersection,,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-05-25 16:01:04.910
32.6320272,-117.0950601,4:57pm,8d758d052625cc17d42de02f0985b5ff,2022-05-27,4:57pm,430 Woodlawn,L043299,Mental Evalutation,cvpd,mental evalutation,43299,2022-05-27 16:57:00,220527L00043299,2022-05-27 10:58:25.787,[Protected Call Type],3,HANDLED NO REPORT,citizen,91910,400 BLOCK WOODLAWN AV,,"400 BLOCK WOODLAWN AV, Chula Vista, CA, 91910",32.633009,-117.095242,1,range_interpolation,400,Woodlawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,2002,2,060730125012002,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-05-27 10:58:25.787
32.6320272,-117.0950601,1:39pm,671c8783976088717ae7d50169d3af20,2022-05-27,1:39pm,430 Woodlawn,L043299,Mental Evaluation,cvpd,mental evaluation,43299,2022-05-27 13:39:00,220527L00043299,2022-05-27 10:58:25.787,[Protected Call Type],3,HANDLED NO REPORT,citizen,91910,400 BLOCK WOODLAWN AV,,"400 BLOCK WOODLAWN AV, Chula Vista, CA, 91910",32.633009,-117.095242,1,range_interpolation,400,Woodlawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,2002,2,060730125012002,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-05-27 10:58:25.787
32.7152763,-117.1627458,10:16am,3a688414ba09ec1369aad8d6c5e59b42,2022-05-27,10:16am,225 Broadway,L043291,Person Causing a Disturbance,cvpd,person causing a disturbance,43291,2022-05-27 10:16:00,220527L00043291,2022-05-27 10:30:36.077,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,200 BLOCK BROADWAY,,"200 BLOCK BROADWAY, Chula Vista, CA, 91910",32.640691,-117.093693,1,rooftop,200,Broadway,,,Chula Vista,CA,San Diego County,91910,US,San Diego Geographic Information Source - JPA,2022,06,06073,Chula Vista,0613392,012502,2000,2,060730125022000,06073012502,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-05-27 10:30:36.077
32.6513983,-117.0954013,10:48am,86e76efbcca6e1a91e4677133b723571,2022-05-27,10:48am,I5/J,L043292,Mental Evaluation,cvpd,mental evaluation,43292,2022-05-27 10:48:00,220527L00043292,2022-05-27 10:33:56.413,[Protected Call Type],2,ASSISTED,citizen,91911,INDUSTRIAL BL & L ST,,"INDUSTRIAL BL & L ST, Chula Vista, CA, 91911",32.615445,-117.090136,0.97,intersection,,Industrial Blvd,,,Chula Vista,CA,San Diego County,91911,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013103,4006,4,060730126004006,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-05-27 10:33:56.413
32.6384213,-117.0926797,3:05pm,215e1781e5330da68eafd36711c538f3,2022-05-28,3:05pm,288 Broadway,L043654,Restraining Order Violation,cvpd,restraining order violation,43654,2022-05-28 15:05:00,220528L00043654,2022-05-28 15:12:29.243,[Protected Call Type],3,ASSISTED,citizen,91910,200 BLOCK BROADWAY,2207024.0,"200 BLOCK BROADWAY, Chula Vista, CA, 91910",32.640691,-117.093693,1,rooftop,200,Broadway,,,Chula Vista,CA,San Diego County,91910,US,San Diego Geographic Information Source - JPA,2022,06,06073,Chula Vista,0613392,012502,2000,2,060730125022000,06073012502,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-05-28 15:12:29.243
32.630147,-117.094228,3:29pm,0720112e305569521d80a3eb288b90ff,2022-05-30,3:29pm,745 H St.,CVL44183,Welfare Check,cvpd,welfare check,44183,2022-05-30 15:29:00,220530L00044183,2022-05-30 15:34:23.260,Check a Person's Well Being,3,HANDLED NO REPORT,officer,91910,700 BLOCK H ST,,"700 BLOCK H ST, Chula Vista, CA, 91910",32.629658,-117.093538,1,range_interpolation,700,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-05-30 15:34:23.260
32.6300709,-117.0926315,11:47am,dbeb0a62d350c8bf40a582f7a2eba1c5,2022-06-16,11:47am,Oaklawn Ave./ H St.,CVL48929,Weapon Threat,cvpd,weapon threat,48929,2022-06-16 11:47:00,220616L00048929,2022-06-16 11:35:45.107,Weapon Threat,2,ASSISTED,citizen,91910,OAKLAWN AV & H ST,,"OAKLAWN AV & H ST, Chula Vista, CA, 91910",32.630065,-117.092643,0.97,intersection,,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-06-16 11:35:45.107
32.6399485,-117.0827007,4:42pm,2988439ffa4e0347b73ba0eff35e628a,2022-06-18,4:42pm,315 4th Ave,L49564,Subject causing a disturbance,cvpd,subject causing a disturbance,49564,2022-06-18 16:42:00,220618L00049564,2022-06-18 16:47:18.557,Disturbance - General,3,ASSISTED,citizen,91910,700 BLOCK MARINA PW,,"700 BLOCK MARINA PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-06-18 16:47:18.557
32.6399903,-117.08272522,2:02pm,401a7fb69e0b406b4522e695e88b684b,2022-06-18,2:02pm,315 4th Ave,L49523,Traffic hazard,cvpd,traffic hazard,49523,2022-06-18 14:02:00,220618L00049523,2022-06-18 13:10:17.037,Other Incident,3,ASSISTED,citizen,91910,700 BLOCK MARINA PW,,"700 BLOCK MARINA PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-06-18 13:10:17.037
32.6332598,-117.0939625,1:00pm,71f51174162e1699b1186da3c31d50d6,2022-06-30,1:00pm,400 Oaklawn Ave,CVL053157,Domestic Violence,cvpd,domestic violence,53157,2022-06-30 13:00:00,220630L00053157,2022-06-30 12:56:59.410,[Protected Call Type],2,ASSISTED,citizen,91910,H ST & OAKLAWN AV,2208442.0,"H ST & OAKLAWN AV, Chula Vista, CA, 91910",32.630065,-117.092643,0.97,intersection,,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-06-30 12:56:59.410
32.6341855,-117.0909676,5:31pm,967af9b37e8f3dab78c2a326799c3bdb,2022-07-07,5:31pm,600 G St,CVL055269,Subject with a gun,cvpd,subject with a gun,55269,2022-07-07 17:31:00,220707L00055269,2022-07-07 17:32:34.260,Suspicious Circumstances,3,ASSISTED,citizen,91910,OAKLAWN AV & G ST,,"OAKLAWN AV & G ST, Chula Vista, CA, 91910",32.61981,-117.088281,0.71,intersection,,K St,,,Chula Vista,CA,San Diego County,91911,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,4003,4,060730126004003,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-07-07 17:32:34.260
32.6211345,-117.0987064,5:22pm,bfa22485129dc463c3ea0ff103546356,2022-07-09,5:22pm,800 Marina Pkwy.,CVL55862,Subject Causing Disturbance,cvpd,subject causing disturbance,55862,2022-07-09 17:22:00,220709L00055862,2022-07-09 16:55:14.590,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,700 BLOCK MARINA PW,,"700 BLOCK MARINA PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-07-09 16:55:14.590
32.630947,-117.089447,12:46pm,674799b978c0b57aed9a6791c0d19368,2022-07-10,12:46pm,600 H St.,CVL56052,Suspicious Person,cvpd,suspicious person,56052,2022-07-10 12:46:00,220710L00056052,2022-07-10 12:43:13.633,Indecent Exposure,3,ASSISTED,citizen,91910,H ST & JEFFERSON AV,,"H ST & JEFFERSON AV, Chula Vista, CA, 91910",32.630508,-117.091046,0.82,intersection,,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1004,1,060730126001004,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-07-10 12:43:13.633
32.6274711,-117.1016863,10:59am,ae781e1cf36cba3457a46793b8b0ff63,2022-07-11,10:59am,Marina Pkwy/ H St,CVL056258,Subject causing disturbance,cvpd,subject causing disturbance,56258,2022-07-11 10:59:00,220711L00056258,2022-07-11 09:40:12.240,Disturbance - General,3,ASSISTED,citizen,91910,MARINA PW & H ST,,"MARINA PW & H ST, Chula Vista, CA, 91910",32.688499,-117.185313,0.53,intersection,,H Ave,,,Coronado,CA,San Diego County,92118,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Coronado,0616378,010800,2029,2,060730108002029,06073010800,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-07-11 09:40:12.240
32.6332496,-117.0938457,12:21pm,64427f87b61a2b8083dc913b09b797fc,2022-07-14,12:21pm,700 G St,CVL057216,Disturbance ,cvpd,disturbance,57216,2022-07-14 12:21:00,220714L00057216,2022-07-14 12:26:35.793,Disturbance - General,2,ASSISTED,citizen,91910,700 BLOCK G ST,,"700 BLOCK G ST, Chula Vista, CA, 91910",32.633706,-117.093836,1,range_interpolation,700,G St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,1000,1,060730125011000,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-07-14 12:26:35.793
32.636723,-117.096191,10:03am,412371f0103f7027ef83f763b49a1e05,2022-07-15,10:03am,400 Woodlawn Ave.,CVL57490,Suspicious Person,cvpd,suspicious person,57490,2022-07-15 10:03:00,220715L00057490,2022-07-15 08:28:09.943,Suspicious Person,3,HANDLED NO REPORT,citizen,91910,400 BLOCK WOODLAWN AV,,"400 BLOCK WOODLAWN AV, Chula Vista, CA, 91910",32.633009,-117.095242,1,range_interpolation,400,Woodlawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,2002,2,060730125012002,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-07-15 08:28:09.943
32.630147,-117.094228,2:56pm,f4bb01c3dc478865e5a13c9587a3833a,2022-07-29,2:56pm,745 H St.,CVL61748,Suspicious Person,cvpd,suspicious person,61748,2022-07-29 14:56:00,220729L00061748,2022-07-29 14:58:18.477,Narcotics,3,ASSISTED,citizen,91910,700 BLOCK H ST,,"700 BLOCK H ST, Chula Vista, CA, 91910",32.629658,-117.093538,1,range_interpolation,700,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-07-29 14:58:18.477
32.6210576,-117.0987526,12:59pm,5bd97776815c418e4855816fdafe0a1d,2022-07-31,12:59pm,900 Marina Wy.,CVL62320,Suspicious Person,cvpd,suspicious person,62320,2022-07-31 12:59:00,220731L00062320,2022-07-31 13:06:07.760,Suspicious Circumstances,3,HANDLED NO REPORT,citizen,91910,900 BLOCK MARINA WY,,"900 BLOCK MARINA WY, Chula Vista, CA, 91910",32.620655,-117.103911,0.7,street_center,,Marina Way,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1009,1,060730126001009,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-07-31 13:06:07.760
32.6311377,-117.0891034,1:42pm,90f241b0cc5809a1a99cabd378126d28,2022-08-04,1:42pm,H St/ Broadway,CVL063634,Subject causing a disturbance ,cvpd,subject causing a disturbance,63634,2022-08-04 13:42:00,220804L00063634,2022-08-04 12:20:34.200,Indecent Exposure,3,HANDLED NO REPORT,citizen,91910,H ST & BROADWAY,,"H ST & BROADWAY, Chula Vista, CA, 91910",32.630947,-117.089456,1,intersection,,Broadway,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1004,1,060730126001004,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-08-04 12:20:34.200
32.6210576,-117.0987526,2:25pm,2f73c665f0789c94f3af6a92d41ef447,2022-08-06,2:25pm,900 Marina Wy.,CVL64331,Traffic Hazard,cvpd,traffic hazard,64331,2022-08-06 14:25:00,220806L00064331,2022-08-06 14:22:51.133,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,700 BLOCK MARINA PW,,"700 BLOCK MARINA PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-08-06 14:22:51.133
32.6259835,-117.1021617,3:55pm,f7a3a5a6d9b2f572b927d89de1ac16ec,2022-08-08,3:55pm,550 Marina Pkwy,CVL064941,Subject causing a disturbance ,cvpd,subject causing a disturbance,64941,2022-08-08 15:55:00,220808L00064941,2022-08-08 15:56:10.593,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,500 BLOCK MARINA PW,,"500 BLOCK MARINA PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-08-08 15:56:10.593
32.6332994,-117.0813036,3:20pm,554aef4495370cd1b5d29f0ccc02553a,2022-08-14,3:20pm,Fourth Ave./ H St.,CVL66843,Suspicious Vehicle,cvpd,suspicious vehicle,66843,2022-08-14 15:20:00,220814L00066843,2022-08-14 15:26:31.440,Traffic Stop,5,HANDLED NO REPORT,officer,91910,FOURTH AV & H ST,,"FOURTH AV & H ST, Chula Vista, CA, 91910",32.633243,-117.081286,1,intersection,,4th Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,1004,1,060730127001004,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-08-14 15:26:31.440
32.6332496,-117.0938457,4:13pm,0db0405c8d659e92c907b0a014515013,2022-08-16,4:13pm,700 G St,CVL067481,Suspicious person ,cvpd,suspicious person,67481,2022-08-16 16:13:00,220816L00067481,2022-08-16 16:19:53.370,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,700 BLOCK G ST,,"700 BLOCK G ST, Chula Vista, CA, 91910",32.633706,-117.093836,1,range_interpolation,700,G St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,1000,1,060730125011000,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-08-16 16:19:53.370
32.6308565,-117.1030694,5:56pm,58feed8b8ae0657f38ec3a91ab397a08,2022-08-19,5:56pm,500 Marina Pkwy.,CVL68532,Subject Causing Disturbance,cvpd,subject causing disturbance,68532,2022-08-19 17:56:00,220819L00068532,2022-08-19 18:03:53.413,Disturbance - General,3,ASSISTED,citizen,91910,500 BLOCK MARINA PW,,"500 BLOCK MARINA PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-08-19 18:03:53.413
32.6391655,-117.0984616,12:08pm,ef7ce7f322fa26d3e59262ee05d5207a,2022-08-19,12:08pm,750 E St.,CVL68417,Robbery ,cvpd,robbery,68417,2022-08-19 12:08:00,220819L00068417,2022-08-19 12:10:25.517,Assault,2,ASSISTED,citizen,91910,700 BLOCK E ST,2210868.0,"700 BLOCK E ST, Chula Vista, CA, 91910",32.639895,-117.097631,1,rooftop,700,E St,,,Chula Vista,CA,San Diego County,91910,US,San Diego Geographic Information Source - JPA,2022,06,06073,Chula Vista,0613392,012502,2001,2,060730125022001,06073012502,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-08-19 12:10:25.517
32.6178394,-117.091341,6:25pm,e33afc4ee7a3ee44a8c9e3d4b9f1eca7,2022-08-21,6:25pm,I-5/ E St.,CVL69117,Fire,cvpd,fire,69117,2022-08-21 18:25:00,220821L00069117,2022-08-21 18:27:05.363,Check The Area,3,ASSISTED,officer,91910,I-5 FREEWAY RAMP & E ST,,"I-5 FREEWAY RAMP & E ST, Chula Vista, CA, 91910",32.679859,-117.102788,0.7,intersection,,E 5th St,,,National City,CA,San Diego County,91950,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,National City,0650398,011801,1010,1,060730118011010,06073011801,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-08-21 18:27:05.363
32.6302328,-117.0928882,11:43am,db9bd7b2ddfad2a32c45043e0a6b5667,2022-08-21,11:43am,685 H St.,CVL69050,Subject Causing Disturbance,cvpd,subject causing disturbance,69050,2022-08-21 11:43:00,220821L00069050,2022-08-21 11:50:32.830,Narcotics,3,ASSISTED,citizen,91910,600 BLOCK H ST,,"600 BLOCK H ST, Chula Vista, CA, 91910",32.631097,-117.089456,1,range_interpolation,600,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2008,2,060730127002008,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-08-21 11:50:32.830
